1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64
1	3	5	7	9	11	13	15	17	19	21	23	25	27	29	31	33	35	37	39	41	43	45	47	49	51	53	55	57	59	61	63	28	26	32	30	20	18	24	22	12	10	16	14	4	2	8	6	60	58	64	62	52	50	56	54	44	42	48	46	36	34	40	38
1	4	7	6	13	16	11	10	25	28	31	30	21	24	19	18	49	52	55	54	61	64	59	58	41	44	47	46	37	40	35	34	60	57	62	63	56	53	50	51	36	33	38	39	48	45	42	43	12	9	14	15	8	5	2	3	20	17	22	23	32	29	26	27
1	5	9	13	17	21	25	29	33	37	41	45	49	53	57	61	28	32	20	24	12	16	4	8	60	64	52	56	44	48	36	40	55	51	63	59	39	35	47	43	23	19	31	27	7	3	15	11	46	42	38	34	62	58	54	50	14	10	6	2	30	26	22	18
1	6	11	16	21	18	31	28	41	46	35	40	61	58	55	52	12	15	2	5	32	27	22	17	36	39	42	45	56	51	62	57	23	20	29	26	3	8	9	14	63	60	53	50	43	48	33	38	30	25	24	19	10	13	4	7	54	49	64	59	34	37	44	47
1	7	13	11	25	31	21	19	49	55	61	59	41	47	37	35	60	62	56	50	36	38	48	42	12	14	8	2	20	22	32	26	46	44	34	40	54	52	58	64	30	28	18	24	6	4	10	16	23	17	27	29	15	9	3	5	39	33	43	45	63	57	51	53
1	8	15	10	29	28	19	22	57	64	55	50	37	36	43	46	44	45	38	35	56	49	58	63	20	21	30	27	16	9	2	7	14	11	4	5	18	23	32	25	54	51	60	61	42	47	40	33	39	34	41	48	59	62	53	52	31	26	17	24	3	6	13	12
1	9	17	25	33	41	49	57	28	20	12	4	60	52	44	36	55	63	39	47	23	31	7	15	46	38	62	54	14	6	30	22	56	64	40	48	24	32	8	16	45	37	61	53	13	5	29	21	2	10	18	26	34	42	50	58	27	19	11	3	59	51	43	35
1	10	19	28	37	46	55	64	20	27	2	9	56	63	38	45	39	48	53	62	3	12	17	26	54	61	40	47	18	25	4	11	24	31	6	13	52	59	34	41	5	14	23	32	33	42	51	60	50	57	36	43	22	29	8	15	35	44	49	58	7	16	21	30
1	11	21	31	41	35	61	55	12	2	32	22	36	42	56	62	23	29	3	9	63	53	43	33	30	24	10	4	54	64	34	44	45	39	57	51	5	15	17	27	40	46	52	58	16	6	28	18	59	49	47	37	19	25	7	13	50	60	38	48	26	20	14	8
1	12	23	30	45	40	59	50	4	9	22	31	48	37	58	51	7	14	17	28	43	34	61	56	6	15	20	25	42	35	64	53	13	8	27	18	33	44	55	62	16	5	26	19	36	41	54	63	11	2	29	24	39	46	49	60	10	3	32	21	38	47	52	57
1	13	25	21	49	61	41	37	60	56	36	48	12	8	20	32	46	34	54	58	30	18	6	10	23	27	15	3	39	43	63	51	2	14	26	22	50	62	42	38	59	55	35	47	11	7	19	31	45	33	53	57	29	17	5	9	24	28	16	4	40	44	64	52
1	14	27	24	53	58	47	36	52	63	42	37	8	11	30	17	62	49	40	43	10	5	20	31	15	4	21	26	59	56	33	46	34	45	60	55	22	25	16	3	19	32	9	6	39	44	61	50	29	18	7	12	41	38	51	64	48	35	54	57	28	23	2	13
1	15	29	19	57	55	37	43	44	38	56	58	20	30	16	2	14	4	18	32	54	60	42	40	39	41	59	53	31	17	3	13	27	21	7	9	35	45	63	49	50	64	46	36	10	8	22	28	24	26	12	6	48	34	52	62	61	51	33	47	5	11	25	23
1	16	31	18	61	52	35	46	36	45	62	51	32	17	2	15	30	19	4	13	34	47	64	49	63	50	33	48	3	14	29	20	59	54	37	44	7	10	25	24	26	23	8	9	38	43	60	53	40	41	58	55	28	21	6	11	5	12	27	22	57	56	39	42
1	17	33	49	28	12	60	44	55	39	23	7	46	62	14	30	56	40	24	8	45	61	13	29	2	18	34	50	27	11	59	43	54	38	22	6	47	63	15	31	4	20	36	52	25	9	57	41	3	19	35	51	26	10	58	42	53	37	21	5	48	64	16	32
1	18	35	52	32	15	62	45	63	48	29	14	34	49	4	19	40	55	6	21	57	42	27	12	26	9	60	43	7	24	37	54	22	5	56	39	11	28	41	58	44	59	10	25	53	38	23	8	51	36	17	2	46	61	16	31	13	30	47	64	20	3	50	33
1	19	37	55	20	2	56	38	39	53	3	17	54	40	18	4	24	6	52	34	5	23	33	51	50	36	22	8	35	49	7	21	47	61	11	25	62	48	26	12	9	27	45	63	28	10	64	46	58	44	30	16	43	57	15	29	32	14	60	42	13	31	41	59
1	20	39	54	24	5	50	35	47	62	9	28	58	43	32	13	8	21	34	51	17	4	55	38	42	59	16	29	63	46	25	12	15	30	41	60	26	11	64	45	33	52	7	22	56	37	18	3	10	27	48	61	31	14	57	44	40	53	2	19	49	36	23	6
1	21	41	61	12	32	36	56	23	3	63	43	30	10	54	34	45	57	5	17	40	52	16	28	59	47	19	7	50	38	26	14	4	24	44	64	9	29	33	53	22	2	62	42	31	11	55	35	48	60	8	20	37	49	13	25	58	46	18	6	51	39	27	15
1	22	43	64	16	27	38	49	31	12	53	34	18	5	60	47	61	42	23	4	52	39	26	13	35	56	9	30	46	57	8	19	36	55	10	29	45	58	7	20	62	41	24	3	51	40	25	14	32	11	54	33	17	6	59	48	2	21	44	63	15	28	37	50
1	23	45	59	4	22	48	58	7	17	43	61	6	20	42	64	13	27	33	55	16	26	36	54	11	29	39	49	10	32	38	52	25	15	53	35	28	14	56	34	31	9	51	37	30	12	50	40	21	3	57	47	24	2	60	46	19	5	63	41	18	8	62	44
1	24	47	58	8	17	42	63	15	26	33	56	10	31	40	49	29	12	51	38	28	13	54	35	19	6	61	44	22	3	60	45	57	48	23	2	64	41	18	7	55	34	25	16	50	39	32	9	37	52	11	30	36	53	14	27	43	62	5	20	46	59	4	21
1	25	49	41	60	36	12	20	46	54	30	6	23	15	39	63	2	26	50	42	59	35	11	19	45	53	29	5	24	16	40	64	3	27	51	43	58	34	10	18	48	56	32	8	21	13	37	61	4	28	52	44	57	33	9	17	47	55	31	7	22	14	38	62
1	26	51	44	64	39	14	21	38	61	24	15	27	4	41	50	18	9	36	59	47	56	29	6	53	46	7	32	12	19	58	33	35	60	17	10	30	5	48	55	8	31	54	45	57	34	11	20	52	43	2	25	13	22	63	40	23	16	37	62	42	49	28	3
1	27	53	47	52	42	8	30	62	40	10	20	15	21	59	33	34	60	22	16	19	9	39	61	29	7	41	51	48	54	28	2	26	4	46	56	43	49	31	5	37	63	17	11	24	14	36	58	57	35	13	23	12	18	64	38	6	32	50	44	55	45	3	25
1	28	55	46	56	45	2	27	54	47	4	25	3	26	53	48	50	43	8	29	7	30	49	44	5	32	51	42	52	41	6	31	58	35	16	21	15	22	57	36	13	24	59	34	60	33	14	23	9	20	63	38	64	37	10	19	62	39	12	17	11	18	61	40
1	29	57	37	44	56	20	16	14	18	54	42	39	59	31	3	27	7	35	63	50	46	10	22	24	12	48	52	61	33	5	25	53	41	13	17	32	4	40	60	58	38	2	30	19	15	43	55	47	51	23	11	6	26	62	34	36	64	28	8	9	21	49	45
1	30	59	40	48	51	22	9	6	25	64	35	43	56	17	14	11	24	49	46	38	57	32	3	16	19	54	41	33	62	27	8	21	10	47	52	60	39	2	29	18	13	44	55	63	36	5	26	31	4	37	58	50	45	12	23	28	7	34	61	53	42	15	20
1	31	61	35	36	62	32	2	30	4	34	64	63	33	3	29	59	37	7	25	26	8	38	60	40	58	28	6	5	27	57	39	48	50	20	14	13	19	49	47	51	45	15	17	18	16	46	52	22	12	42	56	55	41	11	21	9	23	53	43	44	54	24	10
1	32	63	34	40	57	26	7	22	11	44	53	51	46	13	20	43	54	21	12	14	19	52	45	64	33	2	31	25	8	39	58	16	17	50	47	41	56	23	10	27	6	37	60	62	35	4	29	38	59	28	5	3	30	61	36	49	48	15	18	24	9	42	55
1	33	28	60	55	23	46	14	56	24	45	13	2	34	27	59	54	22	47	15	4	36	25	57	3	35	26	58	53	21	48	16	50	18	43	11	8	40	29	61	7	39	30	62	49	17	44	12	5	37	32	64	51	19	42	10	52	20	41	9	6	38	31	63
1	34	26	57	51	20	44	11	64	31	39	8	14	45	21	54	38	5	61	30	24	55	15	48	27	60	4	35	41	10	50	17	18	49	9	42	36	3	59	28	47	16	56	23	29	62	6	37	53	22	46	13	7	40	32	63	12	43	19	52	58	25	33	2
1	35	32	62	63	29	34	4	40	6	57	27	26	60	7	37	22	56	11	41	44	10	53	23	51	17	46	16	13	47	20	50	43	9	54	24	21	55	12	42	14	48	19	49	52	18	45	15	64	30	33	3	2	36	31	61	25	59	8	38	39	5	58	28
1	36	30	63	59	26	40	5	48	13	51	18	22	55	9	44	6	39	25	60	64	29	35	2	43	10	56	21	17	52	14	47	11	42	24	53	49	20	46	15	38	7	57	28	32	61	3	34	16	45	19	50	54	23	41	12	33	4	62	31	27	58	8	37
1	37	20	56	39	3	54	18	24	52	5	33	50	22	35	7	47	11	62	26	9	45	28	64	58	30	43	15	32	60	13	41	8	36	21	49	34	6	51	23	17	53	4	40	55	19	38	2	42	14	59	31	16	44	29	57	63	27	46	10	25	61	12	48
1	38	18	53	35	8	52	23	32	59	15	44	62	25	45	10	63	28	48	11	29	58	14	41	34	5	49	22	4	39	19	56	40	3	55	20	6	33	21	50	57	30	42	13	27	64	12	47	26	61	9	46	60	31	43	16	7	36	24	51	37	2	54	17
1	39	24	50	47	9	58	32	8	34	17	55	42	16	63	25	15	41	26	64	33	7	56	18	10	48	31	57	40	2	49	23	29	59	12	46	51	21	38	4	28	62	13	43	54	20	35	5	19	53	6	36	61	27	44	14	22	52	3	37	60	30	45	11
1	40	22	51	43	14	64	25	16	41	27	62	38	3	49	24	31	58	12	45	53	20	34	7	18	55	5	36	60	29	47	10	61	28	42	15	23	50	4	37	52	21	39	2	26	63	13	44	35	6	56	17	9	48	30	59	46	11	57	32	8	33	19	54
1	41	12	36	23	63	30	54	45	5	40	16	59	19	50	26	4	44	9	33	22	62	31	55	48	8	37	13	58	18	51	27	7	47	14	38	17	57	28	52	43	3	34	10	61	21	56	32	6	46	15	39	20	60	25	49	42	2	35	11	64	24	53	29
1	42	10	33	19	60	28	51	37	14	46	5	55	32	64	23	20	59	27	52	2	41	9	34	56	31	63	24	38	13	45	6	39	16	48	7	53	30	62	21	3	44	12	35	17	58	26	49	54	29	61	22	40	15	47	8	18	57	25	50	4	43	11	36
1	43	16	38	31	53	18	60	61	23	52	26	35	9	46	8	36	10	45	7	62	24	51	25	32	54	17	59	2	44	15	37	30	56	19	57	4	42	13	39	34	12	47	5	64	22	49	27	63	21	50	28	33	11	48	6	3	41	14	40	29	55	20	58
1	44	14	39	27	50	24	61	53	32	58	19	47	6	36	9	52	25	63	22	42	3	37	16	8	45	11	34	30	55	17	60	62	23	49	28	40	13	43	2	10	35	5	48	20	57	31	54	15	38	4	41	21	64	26	51	59	18	56	29	33	12	46	7
1	45	4	48	7	43	6	42	13	33	16	36	11	39	10	38	25	53	28	56	31	51	30	50	21	57	24	60	19	63	18	62	49	29	52	32	55	27	54	26	61	17	64	20	59	23	58	22	41	5	44	8	47	3	46	2	37	9	40	12	35	15	34	14
1	46	2	45	3	48	4	47	5	42	6	41	7	44	8	43	9	38	10	37	11	40	12	39	13	34	14	33	15	36	16	35	17	62	18	61	19	64	20	63	21	58	22	57	23	60	24	59	25	54	26	53	27	56	28	55	29	50	30	49	31	52	32	51
1	47	8	42	15	33	10	40	29	51	28	54	19	61	22	60	57	23	64	18	55	25	50	32	37	11	36	14	43	5	46	4	44	6	45	3	38	12	35	13	56	26	49	31	58	24	63	17	20	62	21	59	30	52	27	53	16	34	9	39	2	48	7	41
1	48	6	43	11	38	16	33	21	60	18	63	31	50	28	53	41	8	46	3	35	14	40	9	61	20	58	23	55	26	52	29	12	37	15	34	2	47	5	44	32	49	27	54	22	59	17	64	36	13	39	10	42	7	45	4	56	25	51	30	62	19	57	24
1	49	60	12	46	30	23	39	2	50	59	11	45	29	24	40	3	51	58	10	48	32	21	37	4	52	57	9	47	31	22	38	5	53	64	16	42	26	19	35	6	54	63	15	41	25	20	36	7	55	62	14	44	28	17	33	8	56	61	13	43	27	18	34
1	50	58	9	42	25	17	34	10	57	49	2	33	18	26	41	19	36	44	27	60	11	3	52	28	43	35	20	51	4	12	59	37	22	30	45	14	61	53	6	46	29	21	38	5	54	62	13	55	8	16	63	32	47	39	24	64	15	7	56	23	40	48	31
1	51	64	14	38	24	27	41	18	36	47	29	53	7	12	58	35	17	30	48	8	54	57	11	52	2	13	63	23	37	42	28	32	46	33	19	59	9	6	56	15	61	50	4	44	26	21	39	62	16	3	49	25	43	40	22	45	31	20	34	10	60	55	5
1	52	62	15	34	19	29	48	26	43	37	24	57	12	6	55	51	2	16	61	20	33	47	30	44	25	23	38	11	58	56	5	64	13	3	50	31	46	36	17	39	22	28	41	8	53	59	10	14	63	49	4	45	32	18	35	21	40	42	27	54	7	9	60
1	53	52	8	62	10	15	59	34	22	19	39	29	41	48	28	26	46	43	31	37	17	24	36	57	13	12	64	6	50	55	3	51	7	2	54	16	60	61	9	20	40	33	21	47	27	30	42	44	32	25	45	23	35	38	18	11	63	58	14	56	4	5	49
1	54	50	5	58	13	9	62	42	29	25	46	17	38	34	21	10	61	57	14	49	6	2	53	33	22	18	37	26	45	41	30	19	40	36	23	44	31	27	48	60	15	11	64	3	56	52	7	28	47	43	32	35	24	20	39	51	8	4	55	12	63	59	16
1	55	56	2	54	4	3	53	50	8	7	49	5	51	52	6	58	16	15	57	13	59	60	14	9	63	64	10	62	12	11	61	42	32	31	41	29	43	44	30	25	47	48	26	46	28	27	45	17	39	40	18	38	20	19	37	34	24	23	33	21	35	36	22
1	56	54	3	50	7	5	52	58	15	13	60	9	64	62	11	42	31	29	44	25	48	46	27	17	40	38	19	34	23	21	36	10	63	61	12	57	16	14	59	49	8	6	51	2	55	53	4	33	24	22	35	18	39	37	20	26	47	45	28	41	32	30	43
1	57	44	20	14	54	39	31	27	35	50	10	24	48	61	5	53	13	32	40	58	2	19	43	47	23	6	62	36	28	9	49	52	12	25	33	63	7	22	46	42	18	3	59	37	29	16	56	8	64	45	21	11	51	34	26	30	38	55	15	17	41	60	4
1	58	42	17	10	49	33	26	19	44	60	3	28	35	51	12	37	30	14	53	46	21	5	62	55	16	32	39	64	7	23	48	20	43	59	4	27	36	52	11	2	57	41	18	9	50	34	25	56	15	31	40	63	8	24	47	38	29	13	54	45	22	6	61
1	59	48	22	6	64	43	17	11	49	38	32	16	54	33	27	21	47	60	2	18	44	63	5	31	37	50	12	28	34	53	15	41	19	8	62	46	24	3	57	35	25	14	56	40	30	9	51	61	7	20	42	58	4	23	45	55	13	26	36	52	10	29	39
1	60	46	23	2	59	45	24	3	58	48	21	4	57	47	22	5	64	42	19	6	63	41	20	7	62	44	17	8	61	43	18	9	52	38	31	10	51	37	32	11	50	40	29	12	49	39	30	13	56	34	27	14	55	33	28	15	54	36	25	16	53	35	26
1	61	36	32	30	34	63	3	59	7	26	38	40	28	5	57	48	20	13	49	51	15	18	46	22	42	55	11	9	53	44	24	6	58	39	27	25	37	60	8	64	4	29	33	35	31	2	62	43	23	10	54	56	12	21	41	17	45	52	16	14	50	47	19
1	62	34	29	26	37	57	6	51	16	20	47	44	23	11	56	64	3	31	36	39	28	8	59	14	49	45	18	21	42	54	9	38	25	5	58	61	2	30	33	24	43	55	12	15	52	48	19	27	40	60	7	4	63	35	32	41	22	10	53	50	13	17	46
1	63	40	26	22	44	51	13	43	21	14	52	64	2	25	39	16	50	41	23	27	37	62	4	38	28	3	61	49	15	24	42	31	33	58	8	12	54	45	19	53	11	20	46	34	32	7	57	18	48	55	9	5	59	36	30	60	6	29	35	47	17	10	56
