0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
0	2	46	55	60	19	28	31	49	11	10	50	33	63	16	15	25	52	6	59	42	57	54	36	17	51	32	7	43	39	8	27	13	64	53	24	48	62	30	44	58	21	29	40	56	3	61	37	9	12	26	18	35	23	4	45	22	41	20	5	47	38	14	34
0	3	2	56	46	37	55	61	60	21	19	58	28	40	31	29	49	62	11	48	10	44	50	30	33	64	63	13	16	24	15	53	25	38	52	47	6	34	59	14	42	41	57	22	54	5	36	20	17	23	51	35	32	45	7	4	43	12	39	9	8	18	27	26
0	4	45	2	23	55	46	35	12	31	28	9	60	26	18	19	41	15	16	22	33	20	5	63	49	14	34	11	38	50	10	47	21	27	8	58	43	29	40	39	17	61	37	51	3	7	32	56	25	30	44	52	62	59	6	48	64	36	54	13	42	53	24	57
0	5	3	54	2	20	56	36	46	41	37	42	55	22	61	57	60	34	21	6	19	14	58	59	28	38	40	25	31	47	29	52	49	18	62	8	11	26	48	27	10	12	44	43	50	9	30	39	33	45	64	32	63	4	13	7	16	23	24	17	15	35	53	51
0	6	48	4	59	2	45	62	30	35	46	25	23	44	52	55	36	19	18	64	60	54	13	26	12	24	57	31	53	9	28	42	61	47	10	17	38	37	51	50	49	32	56	14	7	11	34	3	41	40	39	15	29	22	16	43	27	63	5	21	33	8	58	20
0	7	4	3	45	56	2	32	23	61	55	17	46	51	35	37	12	29	31	43	28	39	9	40	60	27	26	21	18	58	19	8	41	53	15	42	16	57	22	24	33	36	20	64	5	13	63	54	49	59	14	62	34	48	11	6	38	30	50	25	10	52	47	44
0	8	47	53	24	38	27	2	39	55	64	34	14	13	46	43	20	48	28	17	51	31	62	5	44	41	7	19	60	32	22	30	37	12	59	63	33	6	9	61	26	56	16	25	52	15	3	18	57	50	21	45	4	58	10	42	49	54	35	29	40	23	36	11
0	9	5	50	3	39	54	30	2	12	20	10	56	43	36	44	46	26	41	11	37	27	42	48	55	18	22	49	61	8	57	62	60	35	34	15	21	51	6	53	19	23	14	16	58	17	59	24	28	4	38	63	40	7	25	13	31	45	47	33	29	32	52	64
0	10	42	8	58	53	47	4	50	2	27	57	24	21	45	38	54	43	46	49	14	35	29	13	39	36	11	55	23	34	64	40	56	30	22	26	60	16	25	32	44	3	18	41	15	19	7	52	20	9	61	48	6	17	28	33	12	5	62	37	51	59	63	31
