1800
1	46	91	136	181	226	271	316	361	406	451	496	541	586
0.26441329303114275
0.0005555555555555556	0.0	0.0	0.0
0.025555555555555557	0.0	0.0	0.0
0.050555555555555555	0.0	0.0	0.0
0.07555555555555556	0.0	0.0	0.0
0.10055555555555554	1.982541115402065e-18	0.0	0.0
0.12553333333333336	1.5552315827194878e-5	0.0	0.0
0.15054444444444445	1.1111111111111181e-5	0.0	0.0
0.17553333333333332	2.2222222222221807e-5	0.0	0.0
0.20052222222222219	2.4641547136920094e-5	0.0	0.0
0.3573222222222222	0.013667908152965608	68.68	7.758362966397444
0.43062222222222224	0.002284481589999493	147.1	4.364630568559039
0.43183333333333335	0.001984968075694628	158.7	3.960339090821102
0.4344444444444444	0.0019532840858617114	166.88	5.507074485401037
0.43767777777777783	0.002033895812068854	171.5	4.452492995789102
